input_a,input_b,label
TeBu official website mens 2025 spring new leather waterproof casual sports student non slip soft sole running shoes,TBL Summer Breathable Light Weight Stylish Casual Classic Comfort Running Shoes,0
Goldstar Shoes For Men G10 402 Full Black Hiking Shoes,Goldstor Shoe's For Men G10 402 Full Black Hiking Shoes,1
Men's LPMX running shoes- 912420321-BLK,Capital Shoes White Sports Shoes For Men SG-24,0
TBL Black Color Sport Shoes For Men,Peak Feather Weight Grey Running/Tennis Shoes For Men EW0127H,0
Peak Pink Lou Williams 1 Basketball Shoes For Men EW02321A,Premium 1:1 Quality Paek Pink Lou Williams 1 Basketball Shoez For Men EW02321A,1
White Fashion Trend Laced Sneaker Shoes For Men By Jutta Ghar Nepal,White Fashion Trend Laced Sneker Shoes For Men Best Quality Edition,1
Blue White Affordable Price Oggy Design Lace-up Sneakers Shoes For Men,Yearcon black mix Solid Design Laceup running Shoes For Men,0
Peak Feather Weight Grey Running/Tennis Shoes For Men EW0127H,PEK Feather Weight Grey Tennis Shoes High Qulity Trending Footwear Grey,1
Basketball waterproof sports boot shoes for men,Basketball waterproof Sport boot shoes for men Soft Sole Comfort,1
Airforce 1 Full Black Shoes For Men,Airforse 1 Full Black Shoes Mens - Best Seller Copy,1
ERKE Training Shoes Black/White For Men 11118414264-003,ERKE Traning Shose Black/White For Men 11118414264-003 Affordable Price Best Deal,1
Erke Black Trendy Cross Training Shoes For Men 11122114127-004,Guaranteed Quality Erk Black Trendy Cross Workout Shoe For Men 11122114127-004 All Day Comfort Original Quality,1
New Mess Flying Breathable Stylish Shoes For Men (TE-44),New Mess Flying Brethable Stylish Shoes For Men (TE-44) Best Quality Edition,1
Run Shoes Brown Leather Ankle Boot For Men (2262),Goldstar Shoes For Women ( GS-ZEST-06-DARK-GREEN-3X6/18 ),0
Unisex Winter Warm Kids Wide Toe Barefoot Snow Boots Waterproof Lightweight Winter Sneakers Plus Velvet Thicken Non-Slip Children's Winter Shoes Girls Boys,ASIAN Men's Century-12 Sports Running Shoes Walking Gym Casual Sneakers Lace-Up Lightweight Shoes for Men's and Boy's,0
Misalwa Fur Men Chelsea Boots Leather Casual British Pointed Shoes,Yearcon Sneakers Shoes for men,0
Yearcon White mix Solid Design Laceup running Shoes For Men (GJ-12),Yearconn White mix Solid Design Laceup Runing Shoes For Men (GJ-12) Original Type Running Sports Shoes,1
ANTA light cloud mesh breathable and comfortable commuting running shoes,ANTA light cloud mesh breathable and comfortable commuting runin shoess Money Back Guarantee,1
Adidas Runfalcon 3 TR Running Shoes For Man (HP7570),Adibas Runfalcon 3 TR Running Sports Shoes High Qulity Trending Footwear,1
Laced Up Comfortable and Stylish Sneaker Shoes For Men (REE-9)),Capital Fashion Shoes For Men Comfort-03,0
Erke Cream White / D. Yellow Skateboard Shoes for Men 11121301369-004,Reebok Men's Jung 21 W Running Shoes,0
Cheap Affordable Black White Ogiy Fat Sneakers Shoes For Men,Goldstar Shoes For Women ( GS-ZEST-06-DARK-GREEN-3X6/18 ),0
Black Breathable Running Shoes For Men (Kp-552),Goldstar Shoes For Women ( GS-KYLA-11-WHT-3X6/18 ),0
new fashion fashion sports training shoes men's casual shoes zapatos,new fashion fashion spoets trainin shoes men's caausal shoes zapatos,1
Air Force Men's Wears Shoes For White Black and Red Available Colour,Spring and Autumn men's shoes new breathable white shoes men's fashionable all-match thick-soled sports casual sneakers fashionable shoes,0
Campus Men's Bull PRO Running Shoes,Men's LPMX casual shoes- 912411451-WHT,0
Perfect Fashion Lightweight Casual Sneaker Shoes For Men (H76),Perfect Fashion Lightweight Casual Sneaker Shoes For Men,1
Reebok ZIG KINETICA 3 Shoes For Men (HR1323) BY BRANDHOUSE,Reebok ZIG KINETICA 3 Shoe For Man (HR1323) BY BRANDHOUSE,1
Unisex Winter Warm Kids Wide Toe Barefoot Snow Boots Lightweight Non-Slip Winter Sneakers Plus Velvet Thicken Waterproof Children's Winter Shoes Girls Boys,UNISEX WINTER WARM KIDS WIDE Toe Barefoot Snow Boots Lightweight Non-Slip Winter Sneakrs Plus Velvet Thicken Waterproof Children's Winter Shoes Girls Boys,1
Erke Running Shoes Red/White For Men 11120203345-001,Erki Running Shoes Red/White For Men 11120203345-001,1
Erke Black Laceup ( Non Lace ) Running Shoes For Men 11113214430-018,Erkke Black Laceup ( Non Lace ) Running Shoe Type For Men 11113214430-018,1
DEKABR Men Boots Autumn Winter Handmade Quality Fashion Shoes Men Lace Up Anti-Skid Casual Plush Ankle Boots Size 38-46,DEKBR Men Boots Autumn Winter Handmade Quality Fashion Shoes Men Lace Up Anti-Skid Casual Plush Ankle Boots Size 38-46 Unbeatable Quality,1
Goldstar Shoes For Men ( GS-BOOST-07-LGTGRY/TAN-6X9/18 ),PEAK Running Shoes Black/White For Men E224057H,0
PEAK Cushion Running Shoes Black/White For Men EW02531E,HIGH QUALITY MATERIALS PEAKE Cushion Running Shoes Black/White For Men EW02531E All Day Comfort,1
Comfortable Breathable Casual Shoes For Men (AQ2),White Grey Lace-up Sneakers Shoes For Men Gym44,0
PEAK Cushion Running Shoes Red For Men E91417H,G-10 1106 Grey Black Goldstar Shoe For Men,0
Goldstar G10 1902 Gray Sports Shoes For Men,Erke Red Trendy Running Shoes For Men 1111914072-204,0
Student casual sports trendy shoes four seasonal new outdoor anti slip soft sole thick sole running shoes fashion men's sneakers (NepMart),Premium 7 A Grade Dunk Men's casual shoes walking style shoes men's sneakers outdoor men's running casual sneakers,0
Samba Sneakers Shoes for men Size: 39-43,Vans Serio Collection Lowland Comfycush JMP White Shoes for Unisex,0
Running Shoes Men Spring Leather Casual Sports Sneakers Trainers,G10 G904 Brown Goldstar Shoes For Men,0
G10 100A Red Goldstar Shoes For Men,G10 100A Red Gold Star Shoez For Men,1
Lightweight Breathable Casual Comfortable Shoes Sneakers For Men (BB-55),Lightwait Breatheble Casual Comfertable Shoes Sneakers For Men (BB-55) Multi Color Option,1
White Casual Shoes For Men (907),White Causal Shoess For Men (907),1
Men Breathable Running Shoes Lightweight Non-slip Sneakers (OP90),Men Breatheble Sportz Footwear Lightweight Non-slip Sneakers (OP90),1
Grey Black Soul Gents Morning Walk Shoes for Men | Comfortable Shoes for Men,Men's LPMX casual shoes-912437451-WBLK,0
Sneakers Classics Lightweight Mesh Breathable Shoes For Men,Premium Quality Red Sports Shoe For Men (tr-6),0
Goldstar G10 1803 Black Sports Shoes For Men,Men's LPMX running shoes-912420911-PNK,0
Goldstar ZEST 05 Black Sports Shoes For Men,Waterproof Hiking Trekking Shoes For Men (HG21),0
Erke Casual Shoes For Men 11123212243-002,Capital Shoes Sporty Sports Shoes For Men SPORTY-G-04,0
Adidas ULTRABOUNCE Running Shoes For Men HP5778,Adidass ULTRABOUNCE Athletic Shoe For Men HP5778,1
Peak Casual Shoes Black For Men E91617H,Yearcon Junuine Red Solid Design Laceup PU Sports Shoes For Men (TR-87),0
Goldstar Bryn 01 Navy White Goldstar Shoes For Men,Goldstarr Bryn 01 Navy White Navy Premium Shoes For Men,1
Goldstar Shoes For Women ( GS-G10-GRIS-01-LGTGRY-3X6/18 ),Top Goldstarr Shoe For Womens Shoes Luxury Sport Footwear G10,1
Classic Converse All Star Low Shoes for men,Classic Convars All Star Low Shoe for men Premium Copy Style,1
ASIAN Wind-03 Sports Running Walking and Gym Shoes with Eva Sole Casual Lightweight Slip-On Shoes for Men's and Boy's,ASIN Wind-03 Sports Running Walking and Gym Shoess with Eva Sole Casual Lightweight Slip-On Shoes for Men's and Boy's,1
Student casual sports trendy shoes four seasonal new outdoor anti slip soft sole thick sole running shoes fashion men's sneakers,Erke Dark Black Trendy (GYM) Cushioning Shoes For Men 11119414423-003,0
Waterproof Hiking Trekking Shoes For Men (HT53),Waterproof Hiking Treking Shoes For Men (HT53) Imported Style Look,1
Yearcon White/Mix Mesh Design Solid Laceup Running Shoes For Men (WQ-87),Yearkon White/Mix Mesh Design Solid Laceup Running Shoes For Men (WQ-87) Trusted Quality,1
Trendy Lightweight For Men Sneaker Shoes,PEAK White/Grey Casual Shoes for men E242447B,0
Brown Color Premium Boots Men Genuine Leather Ankle Boots Casual Shoes,Brown Color Premium Boots Boot Shoes High Qulity Trending Footwear Brown,1
Airforce 1 Full White Shoes For Men,Luxury Edition Airforce 1 Full White Shoes For Men Latest Design Top Rated,1
Erke Skateboard Shoes For Men 11123101194-003,New Trendy Laced Up Comfortable and Stylish Sneaker Shoes For Men (U78),0
PEAK Fashion Culture Shoes Black For Men E13567B,PEAK Fashion Culture Shoes Black For Men,1
Men's LPMX casual shoes- 912515031-GRN,Men LPMXx Casaul shoes- 912515031-GRN Original Type Casual Sneakers,1
Brown Casual Sport Shoes For Men,KILOMETER Pu Leather Casual Lace Up Shoes For Men - CY-351LY,0
White Color Sports Shoes For Men,White Color Sparts Shoez For Men,1
Goldstar G 10 708 Full Black Sports Shoes For Men,New Laced Up Comfortable and Stylish Sneaker Shoes For Men (U78),0
Black Yearcon Running Shoes For Men (678),Martin Mens Closed-Toe Platform Leather Shoe,0
White Sneakers Shoes For Men (B56),White Sneker Shoes For Men (B56) Export Qulity Model,1
Goldstar Navy Blue Sports Shoes For Men,Golldstar Navy Blue Spoets Shoe's For Men Best Seller Superior Comfort,1
Goldstar Boost 01 Gray Sports Shoes For Men,Goldstarr Boost 01 Gray Gray Premium Running Sports Shoes For Men,1
Goldstar Dash 01 Full White Shoes for Men,Men's White Breathable Running Shoes For Men (V4Y),0
Ankle Boots Autumn Winter Pu Leather Chelsea Boots Flat Shoes Boots For Men,White Color Sports Shoes For Men,0
Full Sneakers For Men's Wears Ankle Shoes,PUMA Flyer Flex Knit Running Shoes - 37628701,0
Goldstar Boost 07 White Green Sports Shoes For Men,Gold Star Boost 07 White Green Sports Shoes For Men,1
Black Color Sport Shoes For Men,BATA Men's Formal Dress Slip On Shoes,0
AFROJACK Sneakers for Men | Shoes for Mens Sneaker | - Near Me,AFROJAK Sneakers for Men | Shoess for Mens Sneaker | - Near Me,1
REEBOK NFX TRAINER SHOES FOR MEN 100074492 BY BRANDHOUSE,Rebock NFX TRAINER SHOES FOR MEN 100074492 Original Type Running Sports Shoes,1
Goldstar Shoes For Men ( GS-G10-ZEST-01-LGTGRY-6X9/18 ),Hot Sale Golldstar Shoes For Men ( GS-G10-ZEST-01-LGTGRY-6X9/18 ) Customer Favorite,1
REEBOK SMASH EDGE S SHOES FOR MEN GZ6127 BY BRANDHOUSE,Hot Sale Top Grade A+++ REEBOOK SMASH EDGE S SHOES FOR MEN GZ6127 BY BRANDHOUSE 100% Satisfaction,1
Sneakers Shoes For Men,Men's LPMX sports shoes- 912522551-WBLU,0
SOFTRIDE EVO Slip-on Sneakers Athletic Shoes,Trendey SOFTRIDE EVO Slip-on Sneakers Casual Sneakers Factory Fresh Style,1
New Fashion Black Sneakers Shoes For men (T55),Erke Coral Red / Black Basketball Shoes for Men 11119304460-202,0
Goldstar Shoes For Men ( GS-G10-ZEST-06-NAV-BLK-6X9/18 ),Peak Taichi Cushioning Running Shoes Grey For Men E221237E,0
Men's LPMX running shoes- T92431951,TBL Original Sports Shoes For Mens,0
NIKE AIR MAX IMPACT 4 Shoes For Men DM1124-801,NIK AIR MAX IMPACT 4 Shoes For Men DM1124-801,1
Stylish Premium Leather Formal Boots | High Top Men's Casual Shoes | Harley Davidson Versatile Classic Black Ankle Boots with Buckle Detail Code-9081,Grey White Breathable Running Shoes For Men (EB-79),0
Peak Silver Grey Cushioning Running Shoes for Men E221237E,Laced Up Comfortable and Stylish Sneaker Shoes For Men (KK-90),0
Airforce Blue White Suede Shoes For Men,Airforce Blue White Suede Shoe's For Men Size Available 39-44,1
2024 Stylish Genuine Leather Motorcycle Boots High Top Men's Casual Shoes Versatile Classics Men Ankle Boots,2024 Stylish Genuine Leahter Motorcycle Boots High Top Men's Casual Shoes Versatile Classics Men Ankle Boots,1
Goldstar Navy Blue Sports Shoes For Men,Fashion Trend Sneaker Shoes For Men (HG-90),0
White Breathable Running Shoes For Men (Kp-552),White Breathable Running Shoes For Men,1
Mesh Flying Trendy Breathable Shoes for Men (GF-123),SOFTRIDE EVO Slip-on Sneakers Athletic Shoes,0
Erke White / Light Grey Skateboard Shoes for Men 11122201320-003,Erki White / Light Grey Skateboard Shoes for Men 11122201320-003 Best Price,1
Yearcon White Solid boost Sole Running Shoes (Bh76),PEAK Casual Shoes Khaki For Men E12411E,0
White Breathable Running Shoes For Men (U89),Goldstar Bryn 02 Black White Goldstar Shoes For Men,0
White Color Sports Shoes For Men,Original Look White Color Sport Shoes White Running Sports Shoes Imported Style Look,1
Puma Flyer Flex Knit Running Shoe Blue - 37628702,Men's LPMX running shoes-915420391-GRN,0
Treking Boot For Men's Outdoor Grip Sole Watar Resistance Shoes,Black And Yellow Air Shoe For Men,0
Grey White Breathable Running Shoes For Men (D45),Grey White Brethable Running Running Sports Shoes High Qulity Trending Footwear White Grey,1
Black/Grey Sports Shoes For Men,Black Grey Black/Grey Sport Shoes For Men Soft Sole Comfort,1
JD 4 Trendy Sneaker Shoes For Men (FD-334),Black Grey Sports Shoes For Men,0
Capital Brown Casual Shoes For Men (D6-78),Capital Brown Casaul Shoes Casual Sneakers High Qulity Trending Footwear Brown,1
TBL Shoes High Shoal Stylish Trendy Sports For Men,Top Grade A+++ TBB Shose High Shoal Stylesh Trendy Sportz For Men,1
Erke Black/Red Trendy Cushioning Running Shoes For Men 11119320255-202,Black Breathable Running Shoes For Men (MM-90),0
TBL Original Sports Shoes For Mens,TBiL Original Sport Shoes For Mens Top Grade Sports Wear,1
PEAK Tennis Shoes Navy Blue for Men E39019C,New Trendy Ankle Boots Autumn Winter PU Leather Chelsea Boots Flat Shoes Boots For Men (H7-66),0
Black/White Stylish Sneakers Shoes For Men,AtoZfootHouse Fashion Sneakers Men Shoes Air Mesh Trainers Lightweight Casual Shoes (HG21),0
Adidas Men's Skadi Shoes,Adidas DURAMO SL M Shoes For Men (IF3886) BY BRANDHOUSE,0
Campus Men's Oslo PRO Running Shoes,Campuss Men's Osloo PRO Running Shoess Sports Casual Shoes,1
REEBOK COURT RETRO SHOES FOR MEN 100074388 BY BRANDHOUSE,ASIAN Men's Wonder-13 Sports Running Shoes,0
Adivon Grey Color Sport Shoes For Men,Adivone Grey Color Sport Shoess For Men,1
ASIAN Men's INNOVA-04 Sports Running Walking and Gym Shoes with Max Cushion Technology Casual Sneaker Shoes for Men's and Boy's,Erke Skateboard Shoes Black/D. Orange For Men 11121301287-003,0
Goldstar Concord Air Shoes For Men,Goldstor Concord Air Shoes For Men,1
AtoZfootHouse New Men Oxford Martin Boots Men Ankle Boots Lace-up Casual Shoes Men High-Top Leathe( CV11),AtoZfootHouse New Men Oxford Martin Boots Men Ankle Boots Lace-up Casaul Shoes Men High-Top Leathe( CV11) - Best Seller Copy,1
White Sneakers For Men shoes for men,White Snakers For Men shoes for men,1
PEAK Basketball Shoes For Men TE92001A,Top Rated Ergonomic Design PEEK Basketball Shoes For Men TE92001A,1
Adidas RUN 80s Shoes For Men (IG3530) BY BRANDHOUSE,Goldstar Shoes For Men ( GS-G10-ZEST-06-NAV-BLK-6X9/18 ),0
Tan Elegant Suede Leather Chelsea Boot For Men Ankle Boot Leather Shoes,Tan Elegant Suede Lether Chelsea Boot Mens Ankle Boot Lether Shoes - Best Seller Copy,1
Huili mens breathable thin sports casual ultra light mesh soft soled running shoes,Best Huli mens breathable thin sports casual ultra light mesh soft soled running shoes,1
Goldstar G10 401 Olive Trekking Shoes For Men,Goldstor G10 401 Olive Trking Shoes For Men,1
Goldstar Shoes For Women ( GS-ZEST-06-DARK-GRAY-BLK-3X6/18 ),Goldstar Trekking Shoes For Men( GS-G10 G-2006-Black-3X6/18 ),0
Bounce AD Fathers Sports Running/Training Outdoor Soft sole Office Casual Shoes For Men,REEBOK NFX TRAINER SHOES FOR MEN 100074492 BY BRANDHOUSE,0
Grey White Breathable Running Shoes For Men (EB-79),Lace-Up Treaking Ankle Boots Shoes For Men (NK89),0
PEAK Cushion Running Shoes Black Melange Grey For Men E94207,PAEK Cushion Running Shoes Black Melange Grey For Men E94207,1
Reebok ENERGEN RUN 3 Shoes For Men 100074842 BY BRANDHOUSE,PEAK Cushion Running Shoes Black/White For Men EW02531E,0
ERKE M. Cushioning Running Shoes D.Blue/Orange For Men 11122103061-606,Adidas GALAXY 6 Running Shoes For Men hp6642,0
Goldstar Boost 07 White Green Sports Shoes For Men,Peak Red Trendy Sports Shoes For Men TE92001A,0
Kraasa Tesla-44 Running Shoes for Men,Campus Mens First Running Shoe,0
Goldstar Shoes For Men ( GS-G10-ZEST-06-NAV-BLK-6X9/18 ),Goldstar Shoess For Men ( GS-G10-ZEST-06-NAV-BLK-6X9/18 ),1
G10 G205 Full Black Goldstar Shoes For Men,Designer Men Casual Sneakers Mixed Colors Vulcanized Shoes Fashion Brand Man Sneaker Breathable Running Skateboard Trainer Shoes (Navya),0
G10 G1803 Black Goldstar Shoes For Men,SB Dunk Low Pro Premium Sneakers For Men. Shoes for men,0
Fashion Print Trend Sneaker Shoes For Men (78-k9),Fashion Print Trend Sneker Shoes For Men (78-k9) Export Qulity Model,1
Running Sports Shoes For Men. Shoes for men,KILOMETER Pu Leather Lace Up Shoes For Men - KMSH412,0
Sparx Sport Shoes For Men SM-775 D.Grey/S.Green,Premium Sparxs Sport Shoes For Grey Green Running Sports Shoes Comfort Soft Sole SM-775,1
Green Fashion Shoes For Men,Campus Men's Sports Shoes | Memory Insole with Air Capsule Brilliance | Lace-Up Running Shoes For Men,0
ASIAN BRAND MS DHONI LIGHT WEIGHT SPORT SHOES BY SNEAKERS ITAHARI,Men Ankle Boots PU Leather Black Color Chelsea Boots Flat Shoes Boots For Men,0
Puma Men's Softride Enzo Nxt Walking Shoe,ERKE M. Running Shoes(Fur Lining) Black/White For Men 11118421291-002,0
Puks premium semiankle football shoe | puks Gripknit | HN sport,Puks Primium semiankle football shoe puks Gripknit HN sport High Copy Quality,1
G10 100A Red Goldstar Shoes For Men,Men's LPMX running shoes-915430171-pur,0
Goldstar G10 1904 Navy Gray Shoes For Men,High Copy Goldstarr G10 1904 Navy Gray Navy Shoes Premium Copy Style G10,1
Off-white Shoes For Men,Men's LPMX running shoes-915410161-BLU,0
Laced Up Comfortable and Stylish Sneaker Shoes For Men (L1-R1),Men's Outdoor Hiking and Camping Sports Trekking Casual Shoes,0
Blue/Black MKE Full Shoes For Men,Yearcon White Sneaker Shoes For Men,0
Black Breathable Sports Shoe For Men,Black Brethable Sports Shoe Mens - Best Seller Copy,1
New Trendy Lace Up Converse Shoes For Men (D515),New Trendy Lace Up Convarse Shoes For Men (D515) Top Selling Product Most Comfortable,1
Light weight Grey Sports shoes for Men,Peak Black Melange Grey Cushion Running Shoes for Men E92577H,0
DEKABR Autumn Winter New Men's Boots Casual Handmade Comfortable Shoes Fashion Ankle Boots Size 38-46,Goldstar G10 2005 Black Gray Shoes For Men,0
Men's LPMX running shoes- 912420321-BLK,Men LPMXx Runing shoes- 912420321-BLK - Best Seller Copy,1
ERKE Non-slip Running Shoes For Men 11119103082-005,PEAK Basketball Shoes For Men TE92001A,0
